Current and historic data are continuously added to St. Johns River Water Management District's database; 
subsequent reviews may reflect additions or revisions to the data. SJRWMD provides no warranty as to the 
accuracy reliability or completeness of these data. Further information can be obtained by 
contacting St. Johns River Water Management District.


Station,Point_Location_Description,Parameter,Unit_of_Measure,STORET_Number,Sample_Collection_Date_and_Time,Measured_Value,Data_Qualifier_Code,Sample_Type,MDL,PQL,Method_Description,Matrix,Major_Class_Description,Minor_Class_Description,Sample_Collection_Organization,Vendor_name,Sample_Comments,Analyte_Comments
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,02/17/2015 07:55,3.0548038482666,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,03/18/2015 08:10,.3,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM/SJRWMD,"SJRWMD Field Data","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,03/18/2015 08:10,8.4,,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM/SJRWMD,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,03/18/2015 08:10,41.656421661377,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM/SJRWMD,"SJRWMD Laboratory Services","","ja 3/25/2015 historical original value 41.6  mg/L rerun value 41.1  mg/L report original value"
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,04/21/2015 08:25,.4,,P01,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM/SJRWMD,"SJRWMD Field Data","known or possible rain in past 48 hrs",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,04/21/2015 08:25,.4,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM/SJRWMD,"SJRWMD Field Data","known or possible rain in past 48 hrs",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,04/21/2015 08:25,11.4,,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM/SJRWMD,"SJRWMD Laboratory Services","known or possible rain in past 48 hrs",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,04/21/2015 08:25,20.0353240966797,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM/SJRWMD,"SJRWMD Laboratory Services","known or possible rain in past 48 hrs","ja 5/1/2015 historical original value 20.03 ntu rerun value 21.86 ntu re-rerun value 22.56 ntu report original value"
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,08/27/2015 08:20,.5,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,08/27/2015 08:20,.5,,P01,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,08/27/2015 08:20,2.8,I,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,08/27/2015 08:20,5.13651990890503,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,10/19/2015 09:05,.35,,P01,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,10/19/2015 09:05,.35,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,10/19/2015 09:05,2,T,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,10/19/2015 09:05,3.01269054412842,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,10/19/2015 09:07,.35,,P01,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,10/19/2015 09:07,.35,,DUP,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,10/19/2015 09:07,2,I,DUP,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,10/19/2015 09:07,2.49837303161621,,DUP,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,02/17/2016 07:40,2,I,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM/SJRWMD,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,02/17/2016 07:40,1.91201281547546,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM/SJRWMD,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,03/09/2016 07:35,7,I,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM/SJRWMD,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,03/09/2016 07:35,1.04246950149536,I,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM/SJRWMD,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,06/15/2016 12:25,.1,,P01,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,06/15/2016 12:25,.1,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,06/15/2016 12:25,3,I,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,06/15/2016 12:25,5.83524942398071,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,06/15/2016 12:26,.1,,DUP,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,06/15/2016 12:26,3.4,I,DUP,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,06/15/2016 12:26,6.31576490402222,,DUP,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,08/16/2016 12:42,.3,S,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","Change collection depth reading to 0.15m; 02-22-17 sa: Changed errant collection device from Bottle Sampler (Pt.) to Bottle Sampler (pt.).","Secchi on Bottom"
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,08/16/2016 12:42,2,T,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","Change collection depth reading to 0.15m; 02-22-17 sa: Changed errant collection device from Bottle Sampler (Pt.) to Bottle Sampler (pt.).",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,08/16/2016 12:42,1.42277777194977,I,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","Change collection depth reading to 0.15m; 02-22-17 sa: Changed errant collection device from Bottle Sampler (Pt.) to Bottle Sampler (pt.).",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,09/15/2016 08:38,.46,S,P01,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","","Secchi on Bottom"
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,09/15/2016 08:39,.46,S,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","02-22-17 sa: Changed errant collection device from Bottle Sampler (Pt.) to Bottle Sampler (pt.).","Secchi on Bottom"
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,09/15/2016 08:39,2,T,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","02-22-17 sa: Changed errant collection device from Bottle Sampler (Pt.) to Bottle Sampler (pt.).",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,09/15/2016 08:39,1.60661005973816,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","02-22-17 sa: Changed errant collection device from Bottle Sampler (Pt.) to Bottle Sampler (pt.).",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,10/13/2016 07:59,.7,S,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","","Secchi on Bottom"
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,10/13/2016 07:59,2,T,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,10/13/2016 07:59,2.18315434455872,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,07/05/2017 07:49,.5,S,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","Change collection depth to 0.25m Intern Sara Lewis","Secchi on Bottom"
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,07/05/2017 07:49,2,T,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","Change collection depth to 0.25m Intern Sara Lewis",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,07/05/2017 07:49,1.80390763282776,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","Change collection depth to 0.25m Intern Sara Lewis",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,08/08/2017 07:44,3.8,I,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,08/08/2017 07:44,3.90576481819153,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,10/18/2017 07:36,.2,,P01,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,10/18/2017 07:37,.2,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,10/18/2017 07:37,2,T,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,10/18/2017 07:37,2.16416931152344,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,11/15/2017 08:05,.3,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,11/15/2017 08:05,2.2,I,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,11/15/2017 08:05,3.73285603523254,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,12/11/2017 07:48,.2,,P01,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,12/11/2017 07:49,.2,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,12/11/2017 07:49,2,T,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,12/11/2017 07:49,2.2729606628418,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,01/04/2018 08:15,2,T,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,01/04/2018 08:15,7.42887687683105,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,02/07/2018 07:33,2,T,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,02/07/2018 07:33,2.55287981033325,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,04/10/2018 10:46,38.4,#!,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","","3042 042518 outside historical range; Winkler Regression; rerun confirms original; rerun value of 40.6 mg/L; report original value of 38.4 mg/L.; 04-08-22 cfrysing: (#!) codes assigned based on fourth-spread method applied to data ranks on 20210128."
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,04/10/2018 10:46,23.2640552520752,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","","3042 042518 ED QA; outside historical range; rerun confirms original; rerun value of 24.7 ntu with a replicate value of 24.1 ntu; report original value of 23.3 ntu."
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,06/11/2018 07:40,.2,,P01,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,06/11/2018 07:41,.2,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,06/11/2018 07:41,4.4,I,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,06/11/2018 07:41,4.3430347442627,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,07/09/2018 08:31,.2,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","Intern Trinity Hopkins on site",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,07/09/2018 08:31,6.2,I,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","Intern Trinity Hopkins on site",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,07/09/2018 08:31,6.30885601043701,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","Intern Trinity Hopkins on site",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,08/06/2018 08:03,.2,,P01,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,08/06/2018 08:04,.2,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,08/06/2018 08:04,2.8,I,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,08/06/2018 08:04,3.56309390068054,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,09/05/2018 08:02,2.2,I,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","No secchi due to alligator",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,09/05/2018 08:02,4.90474843978882,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","No secchi due to alligator",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,10/10/2018 07:46,.4,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,10/10/2018 07:46,6,I,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,10/10/2018 07:46,5.38870716094971,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,11/08/2018 08:43,.5,S,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","","Secchi Visible on Bottom"
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,11/08/2018 08:43,15.2,,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,11/08/2018 08:43,6.89028692245483,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","","2151-11/13/2018 Analyst Initial;  Replicate Failure. Will reanalyze on the next available run.; 1228-1/7/2019: Rerun not performed. Insufficient sample for reanalysis. Report origional value of 6.89 with J qualifier."
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,12/10/2018 08:01,.3,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,12/10/2018 08:01,2,T,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,12/10/2018 08:01,5.20529222488403,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,01/10/2019 07:46,.3,,P01,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,01/10/2019 07:47,.3,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,01/10/2019 07:47,2,T,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,01/10/2019 07:47,2.56660103797913,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,02/11/2019 08:20,.3,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,02/11/2019 08:20,2.4,I,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,02/11/2019 08:20,3.80690908432007,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,03/07/2019 07:58,.4,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,03/07/2019 07:58,2,T,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,03/07/2019 07:58,3.42832183837891,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,04/04/2019 09:22,.4,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,04/04/2019 09:22,3.8,I,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,04/04/2019 09:22,6.33867740631104,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,05/08/2019 08:22,.4,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,05/08/2019 08:22,2,I,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,05/08/2019 08:22,4.05462837219238,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,06/06/2019 07:57,.4,S,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","Small area of oily sheen near collection site     Tried my best to avoid it using the Van Dorn","Secchi Visible on Bottom"
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,06/06/2019 07:57,3.2,I,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","Small area of oily sheen near collection site     Tried my best to avoid it using the Van Dorn",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,06/06/2019 07:57,5.62874269485474,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","Small area of oily sheen near collection site     Tried my best to avoid it using the Van Dorn",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,07/08/2019 08:22,2.8,I,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","No Secchi collected from bridge",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,07/08/2019 08:22,3.87605929374695,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","No Secchi collected from bridge",""
