Station,Point_Location_Description,Parameter,Unit_of_Measure,STORET_Number,Sample_Collection_Date_and_Time,Measured_Value,Data_Qualifier_Code,Sample_Type,MDL,PQL,Method_Description,Matrix,Major_Class_Description,Minor_Class_Description,Sample_Collection_Organization,Vendor_name,Sample_Comments,Analyte_Comments
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,5/8/2000 11:30,1.1,,GRAB,,,,FIELD DATA,Ambient,None,21FLSJWM,SJRWMD Field Data,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,5/8/2000 11:30,15.7,,GRAB,0.9,,EPA 160.2,WATER,Ambient,None,21FLSJWM,St Johns Co. Utility Envir. Lab (SJCUEL),,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,5/8/2000 11:30,1.48,,GRAB,1,,EPA 180.1,WATER,Ambient,None,21FLSJWM,St Johns Co. Utility Envir. Lab (SJCUEL),,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,6/13/2000 10:30,1,,GRAB,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,21FLSJWM,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,6/13/2000 10:30,52,,GRAB,5,,EPA 160.2,WATER,Ambient,None,21FLSJWM,ASci Corporation-formerly EQL,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,6/13/2000 10:30,5.4,,GRAB,0.1,,EPA 180.1,WATER,Ambient,None,21FLSJWM,SJRWMD Laboratory Services,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,7/24/2000 11:10,0.7,,GRAB,,,,FIELD DATA,Ambient,None,21FLSJWM,SJRWMD Field Data,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,7/24/2000 11:10,32.6,,GRAB,1.7,,EPA 160.2,WATER,Ambient,None,21FLSJWM,St Johns Co. Utility Envir. Lab (SJCUEL),,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,7/24/2000 11:10,3.6,,GRAB,0.013,,EPA 180.1,WATER,Ambient,None,21FLSJWM,St Johns Co. Utility Envir. Lab (SJCUEL),,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,8/14/2000 12:45,0.9,,GRAB,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,21FLSJWM,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,8/14/2000 12:45,51,,GRAB,5,,EPA 160.2,WATER,Ambient,None,21FLSJWM,ASci Corporation-formerly EQL,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,8/14/2000 12:45,9.3,,GRAB,0.1,,EPA 180.1,WATER,Ambient,None,21FLSJWM,SJRWMD Laboratory Services,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,8/14/2000 12:50,0.9,,GRAB,,,,FIELD DATA,Ambient,None,21FLSJWM,SJRWMD Field Data,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,8/14/2000 12:50,28.4,,GRAB,1.7,,EPA 160.2,WATER,Ambient,None,21FLSJWM,St Johns Co. Utility Envir. Lab (SJCUEL),,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,8/14/2000 12:50,1.38,>,GRAB,0.013,,EPA 180.1,WATER,Ambient,None,21FLSJWM,St Johns Co. Utility Envir. Lab (SJCUEL),,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,9/11/2000 10:45,0.9,,GRAB,,,,FIELD DATA,Ambient,None,21FLSJWM,SJRWMD Field Data,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,9/11/2000 10:45,26,,GRAB,1.7,,EPA 160.2,WATER,Ambient,None,21FLSJWM,St Johns Co. Utility Envir. Lab (SJCUEL),,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,9/11/2000 10:45,2.41,,GRAB,0.013,,EPA 180.1,WATER,Ambient,None,21FLSJWM,St Johns Co. Utility Envir. Lab (SJCUEL),,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,10/16/2000 12:45,0.7,,GRAB,,,,FIELD DATA,Ambient,None,21FLSJWM,SJRWMD Field Data,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,10/16/2000 12:45,28.8,,GRAB,1.7,,EPA 160.2,WATER,Ambient,None,21FLSJWM,St Johns Co. Utility Envir. Lab (SJCUEL),,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,10/16/2000 12:45,2.56,,GRAB,0.013,,EPA 180.1,WATER,Ambient,None,21FLSJWM,St Johns Co. Utility Envir. Lab (SJCUEL),,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,10/16/2000 12:50,0.7,,GRAB,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,21FLSJWM,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,10/16/2000 12:50,28,,GRAB,5,,EPA 160.2,WATER,Ambient,None,21FLSJWM,ASci Corporation-formerly EQL,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,10/16/2000 12:50,9.74,,GRAB,0.1,,EPA 180.1,WATER,Ambient,None,21FLSJWM,SJRWMD Laboratory Services,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,10/16/2000 12:51,27,,DUP,5,,EPA 160.2,WATER,Ambient,None,,ASci Corporation-formerly EQL,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,10/16/2000 12:51,9.38,,DUP,0.1,,EPA 180.1,WATER,Ambient,None,,SJRWMD Laboratory Services,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,11/13/2000 11:20,1.1,,GRAB,,,,FIELD DATA,Ambient,None,21FLSJWM,SJRWMD Field Data,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,11/13/2000 11:20,31.8,,GRAB,1.7,,EPA 160.2,WATER,Ambient,None,21FLSJWM,St Johns Co. Utility Envir. Lab (SJCUEL),,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,11/13/2000 11:20,2.05,,GRAB,0.013,,EPA 180.1,WATER,Ambient,None,21FLSJWM,St Johns Co. Utility Envir. Lab (SJCUEL),,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,12/18/2000 13:00,1.3,,GRAB,,,,FIELD DATA,Ambient,None,21FLSJWM,SJRWMD Field Data,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,12/18/2000 13:00,19,,GRAB,1.7,,EPA 160.2,WATER,Ambient,None,21FLSJWM,St Johns Co. Utility Envir. Lab (SJCUEL),,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,12/18/2000 13:00,1.49,,GRAB,0.013,,EPA 180.1,WATER,Ambient,None,21FLSJWM,St Johns Co. Utility Envir. Lab (SJCUEL),,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,12/18/2000 13:05,1.3,,GRAB,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,21FLSJWM,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,12/18/2000 13:05,19,,GRAB,5,,EPA 160.2,WATER,Ambient,None,21FLSJWM,ASci Corporation-formerly EQL,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,12/18/2000 13:05,6.3,,GRAB,0.1,,EPA 180.1,WATER,Ambient,None,21FLSJWM,SJRWMD Laboratory Services,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,1/8/2001 12:00,1,,GRAB,,,,FIELD DATA,Ambient,None,21FLSJWM,SJRWMD Field Data,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,1/8/2001 12:00,23,,GRAB,0.9,,EPA 160.2,WATER,Ambient,None,21FLSJWM,St Johns Co. Utility Envir. Lab (SJCUEL),,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,1/8/2001 12:00,1.24,,GRAB,1,,EPA 180.1,WATER,Ambient,None,21FLSJWM,St Johns Co. Utility Envir. Lab (SJCUEL),,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,2/12/2001 14:50,0.95,,GRAB,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,2/12/2001 14:50,5,,GRAB,5,,EPA 160.2,WATER,Ambient,None,,ASci Corporation-formerly EQL,,"SR 6-5-09; The reported MDL may not be correct, possibly due to dilution or being out of date. The MDL was not corrected for dilution. This may account for the apparent discrepancy in applying the T, W, or I Qualifier Codes. It may also be that the reported Qualifier Code was incorrectly applied. The primary records are unavailable for confirmation."
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,2/12/2001 14:50,9.9,,GRAB,0.1,,EPA 180.1,WATER,Ambient,None,,SJRWMD Laboratory Services,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,2/12/2001 14:55,0.95,,GRAB,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,21FLSJWM,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,2/12/2001 14:55,40,,GRAB,5,,EPA 160.2,WATER,Ambient,None,21FLSJWM,ASci Corporation-formerly EQL,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,2/12/2001 14:55,10.4,,GRAB,0.1,,EPA 180.1,WATER,Ambient,None,21FLSJWM,SJRWMD Laboratory Services,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,3/12/2001 13:15,1.45,,GRAB,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,3/12/2001 13:15,41,,GRAB,5,,EPA 160.2,WATER,Ambient,None,,ASci Corporation-formerly EQL,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,3/12/2001 13:15,4.1,,GRAB,0.1,,EPA 180.1,WATER,Ambient,None,,SJRWMD Laboratory Services,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,4/9/2001 13:30,0.7,,GRAB,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,21FLSJWM,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,4/9/2001 13:30,34,,GRAB,5,,EPA 160.2,WATER,Ambient,None,21FLSJWM,ASci Corporation-formerly EQL,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,4/9/2001 13:30,9,,GRAB,0.1,,EPA 180.1,WATER,Ambient,None,21FLSJWM,SJRWMD Laboratory Services,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,4/9/2001 13:35,0.7,,GRAB,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,4/9/2001 13:35,86,,GRAB,5,,EPA 160.2,WATER,Ambient,None,,ASci Corporation-formerly EQL,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,4/9/2001 13:35,11.4,,GRAB,0.1,,EPA 180.1,WATER,Ambient,None,,SJRWMD Laboratory Services,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,5/14/2001 12:30,1.2,,GRAB,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,5/14/2001 12:30,42,,GRAB,5,,EPA 160.2,WATER,Ambient,None,,ASci Corporation-formerly EQL,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,5/14/2001 12:30,7.8,,GRAB,0.1,,EPA 180.1,WATER,Ambient,None,,SJRWMD Laboratory Services,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,6/18/2001 12:20,1,,GRAB,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,6/18/2001 12:20,30,,GRAB,5,,EPA 160.2,WATER,Ambient,None,,ASci Corporation-formerly EQL,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,6/18/2001 12:20,6.4,,GRAB,0.1,,EPA 180.1,WATER,Ambient,None,,SJRWMD Laboratory Services,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,6/18/2001 12:21,35,,DUP,5,,EPA 160.2,WATER,Ambient,None,,ASci Corporation-formerly EQL,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,6/18/2001 12:21,7,,DUP,0.1,,EPA 180.1,WATER,Ambient,None,,SJRWMD Laboratory Services,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,6/18/2001 12:30,1,,GRAB,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,21FLSJWM,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,6/18/2001 12:30,31,,GRAB,5,,EPA 160.2,WATER,Ambient,None,21FLSJWM,ASci Corporation-formerly EQL,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,6/18/2001 12:30,7.3,,GRAB,0.1,,EPA 180.1,WATER,Ambient,None,21FLSJWM,SJRWMD Laboratory Services,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,7/16/2001 12:00,0.4,,GRAB,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,7/16/2001 12:00,35,,GRAB,5,,EPA 160.2,WATER,Ambient,None,,ASci Corporation-formerly EQL,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,7/16/2001 12:00,13.5,,GRAB,0.1,,EPA 180.1,WATER,Ambient,None,,SJRWMD Laboratory Services,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,8/13/2001 11:05,0.4,,GRAB,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,21FLSJWM,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,8/13/2001 11:05,0.4,,GRAB,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,8/13/2001 11:05,59,,GRAB,5,,EPA 160.2,WATER,Ambient,None,21FLSJWM,ASci Corporation-formerly EQL,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,8/13/2001 11:05,15.8,,GRAB,0.1,,EPA 180.1,WATER,Ambient,None,21FLSJWM,SJRWMD Laboratory Services,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,8/13/2001 11:06,53,,DUP,5,,EPA 160.2,WATER,Ambient,None,21FLSJWM,ASci Corporation-formerly EQL,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,8/13/2001 11:06,15,,DUP,0.1,,EPA 180.1,WATER,Ambient,None,21FLSJWM,SJRWMD Laboratory Services,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,9/10/2001 14:00,0.85,,GRAB,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,9/10/2001 14:00,48,,GRAB,5,,EPA 160.2,WATER,Ambient,None,,ASci Corporation-formerly EQL,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,9/10/2001 14:00,6.4,,GRAB,0.1,,EPA 180.1,WATER,Ambient,None,,SJRWMD Laboratory Services,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,10/15/2001 13:00,0.7,,GRAB,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,10/15/2001 13:00,0.7,,GRAB,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,21FLSJWM,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,10/15/2001 13:00,75,,GRAB,5,,EPA 160.2,WATER,Ambient,None,21FLSJWM,ASci Corporation-formerly EQL,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,10/15/2001 13:00,5.89,,GRAB,0.1,,EPA 180.1,WATER,Ambient,None,21FLSJWM,SJRWMD Laboratory Services,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,11/13/2001 12:45,0.9,,GRAB,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,11/13/2001 12:45,24,Q,GRAB,5,,EPA 160.2,WATER,Ambient,None,,ASci Corporation-formerly EQL,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,11/13/2001 12:45,5.91,,GRAB,0.1,,EPA 180.1,WATER,Ambient,None,,SJRWMD Laboratory Services,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,11/13/2001 12:46,25,Q,DUP,5,,EPA 160.2,WATER,Ambient,None,,ASci Corporation-formerly EQL,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,11/13/2001 12:46,5.1,,DUP,0.1,,EPA 180.1,WATER,Ambient,None,,SJRWMD Laboratory Services,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,12/10/2001 14:10,1,,GRAB,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,21FLSJWM,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,12/10/2001 14:10,1,,GRAB,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,12/10/2001 14:10,44,,GRAB,5,,EPA 160.2,WATER,Ambient,None,21FLSJWM,ASci Corporation-formerly EQL,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,12/10/2001 14:10,5.6,,GRAB,0.1,,EPA 180.1,WATER,Ambient,None,21FLSJWM,SJRWMD Laboratory Services,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,12/10/2001 14:12,1,,P01,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,21FLSJWM,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,1/17/2002 14:20,1.9,,GRAB,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,1/17/2002 14:20,17,Q,GRAB,5,,EPA 160.2,WATER,Ambient,None,,ASci Corporation-formerly EQL,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,1/17/2002 14:20,2.6,,GRAB,0.1,,EPA 180.1,WATER,Ambient,None,,SJRWMD Laboratory Services,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,2/12/2002 12:15,1.6,,GRAB,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,2/12/2002 12:15,1.6,,GRAB,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,21FLSJWM,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,2/12/2002 12:15,58,,GRAB,1.508,,EPA 160.2,WATER,Ambient,None,21FLSJWM,Columbia Analytical Services Inc. (CAPO)(CAS),,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,2/12/2002 12:15,3.4,,GRAB,0.1,,EPA 180.1,WATER,Ambient,None,21FLSJWM,SJRWMD Laboratory Services,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,3/11/2002 14:25,0.7,,GRAB,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,3/11/2002 14:25,28,,GRAB,1.508,,EPA 160.2,WATER,Ambient,None,,Columbia Analytical Services Inc. (CAPO)(CAS),,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,3/11/2002 14:25,5.3,,GRAB,0.1,,EPA 180.1,WATER,Ambient,None,,SJRWMD Laboratory Services,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,4/29/2002 10:07,0.8,,P01,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,21FLSJWM,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,4/29/2002 12:00,0.8,,GRAB,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,21FLSJWM,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,4/29/2002 12:00,20,,GRAB,1.508,,EPA 160.2,WATER,Ambient,None,21FLSJWM,Columbia Analytical Services Inc. (CAPO)(CAS),,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,4/29/2002 12:00,8.1,,GRAB,0.1,,EPA 180.1,WATER,Ambient,None,21FLSJWM,SJRWMD Laboratory Services,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,4/29/2002 12:01,0.8,,DUP,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,21FLSJWM,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,4/29/2002 12:01,22,,DUP,1.508,,EPA 160.2,WATER,Ambient,None,21FLSJWM,Columbia Analytical Services Inc. (CAPO)(CAS),,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,4/29/2002 12:01,7.7,,DUP,0.1,,EPA 180.1,WATER,Ambient,None,21FLSJWM,SJRWMD Laboratory Services,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,4/29/2002 12:05,0.8,,GRAB,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,21FLSJWM,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,4/29/2002 12:05,70,,GRAB,1.508,,EPA 160.2,WATER,Ambient,None,21FLSJWM,Columbia Analytical Services Inc. (CAPO)(CAS),,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,4/29/2002 12:05,7.3,,GRAB,0.1,,EPA 180.1,WATER,Ambient,None,21FLSJWM,SJRWMD Laboratory Services,,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Secchi,m,78,5/13/2002 12:30,0.9,,GRAB,,,DISTRICT FIELD SOP,FIELD DATA,Ambient,None,,SJRWMD Field Data,,SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET.
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,TSS,mg/L,530,5/13/2002 12:30,34,,GRAB,1.508,,EPA 160.2,WATER,Ambient,None,,Columbia Analytical Services Inc. (CAPO)(CAS),,
MAT,MATANZAS R S OF WASHINGTON OAKS MKR 109,Turbidity,ntu,82079,5/13/2002 12:30,10.6,,GRAB,0.1,,EPA 180.1,WATER,Ambient,None,,SJRWMD Laboratory Services,,
