Current and historic data are continuously added to St. Johns River Water Management District's database; 
subsequent reviews may reflect additions or revisions to the data. SJRWMD provides no warranty as to the 
accuracy reliability or completeness of these data. Further information can be obtained by 
contacting St. Johns River Water Management District.


Station,Point_Location_Description,Parameter,Unit_of_Measure,STORET_Number,Sample_Collection_Date_and_Time,Measured_Value,Data_Qualifier_Code,Sample_Type,MDL,PQL,Method_Description,Matrix,Major_Class_Description,Minor_Class_Description,Sample_Collection_Organization,Vendor_name,Sample_Comments,Analyte_Comments
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,07/16/2003 14:20,53.5,,GRAB,5,,"EPA 160.2",WATER,Ambient,None,21FLSJWM,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,07/16/2003 14:20,14.2,,GRAB,.5,,"EPA 180.1",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,08/25/2003 09:15,.6,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,08/25/2003 09:15,9.5,,GRAB,5,,"EPA 160.2",WATER,Ambient,None,21FLSJWM,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,08/25/2003 09:15,9.4,,GRAB,.5,,"EPA 180.1",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,09/09/2003 15:10,.55,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,09/09/2003 15:10,43.3,,GRAB,5,,"EPA 160.2",WATER,Ambient,None,21FLSJWM,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,09/09/2003 15:10,10.8,,GRAB,.5,,"EPA 180.1",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,10/22/2003 10:15,.9,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,10/22/2003 10:15,15,,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,10/22/2003 10:15,11,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,11/11/2003 09:40,.55,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,11/11/2003 09:40,52,,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,11/11/2003 09:40,38.6,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,11/11/2003 09:41,.55,,DUP,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,11/11/2003 09:41,50,,DUP,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,11/11/2003 09:41,22.8,,DUP,.5,1.5,"EPA 180.1",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,12/08/2003 10:15,1.4,L,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,12/08/2003 10:15,33.5,,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,12/08/2003 10:15,3.6,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,01/08/2004 11:05,1.1,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,01/08/2004 11:05,34,,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,01/08/2004 11:05,9.7,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,02/09/2004 11:35,.6,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,02/09/2004 11:35,41,,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,02/09/2004 11:35,8.9,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,03/22/2004 12:50,1.2,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,03/22/2004 12:50,41,,GRAB,5,5,"160.2",WATER,Ambient,None,21FLSJWM,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,03/22/2004 12:50,9.6,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,04/08/2004 10:00,.4,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,04/08/2004 10:00,35,,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,04/08/2004 10:00,7.84,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,04/08/2004 10:01,.4,,DUP,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,04/08/2004 10:01,34.5,,DUP,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,04/08/2004 10:01,7.72,,DUP,.5,1.5,"EPA 180.1",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,05/24/2004 13:00,.4,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,05/24/2004 13:00,8,,GRAB,5,5,"160.2",WATER,Ambient,None,21FLSJWM,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,05/24/2004 13:00,16.2,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,06/14/2004 10:00,.7,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,06/14/2004 10:00,18,,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,06/14/2004 10:00,12.7,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,07/26/2004 12:30,.9,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,07/26/2004 12:30,13,,GRAB,5,5,"160.2",WATER,Ambient,None,21FLSJWM,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,07/26/2004 12:30,6.5,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,08/11/2004 10:00,.4,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,08/11/2004 10:00,76.5,,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,08/11/2004 10:00,39.4,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,10/18/2004 09:10,.6,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,10/18/2004 09:10,14,,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,10/18/2004 09:10,10,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,11/22/2004 10:00,.8,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,11/22/2004 10:00,17.8,,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,11/22/2004 10:00,8,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,12/08/2004 09:30,.6,L,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,12/08/2004 09:30,14,,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,12/08/2004 09:30,7.1,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,01/19/2005 08:55,.7,L,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,01/19/2005 08:55,11,,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,01/19/2005 08:55,10.9,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,02/09/2005 10:15,.9,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,02/09/2005 10:15,21.5,,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,02/09/2005 10:15,6.8,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,03/10/2005 09:50,.9,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,03/10/2005 09:50,21,,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,03/10/2005 09:50,8.4,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,04/20/2005 09:30,.75,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,04/20/2005 09:30,16,,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,04/20/2005 09:30,7.12,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,05/16/2005 09:25,.7,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,05/16/2005 09:25,34,,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,05/16/2005 09:25,15,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,06/08/2005 09:00,1.1,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI/21FLSJWM,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,06/08/2005 09:00,25,,GRAB,5,5,"160.2",WATER,Ambient,None,BCI/21FLSJWM,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,06/08/2005 09:00,5.3,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,BCI/21FLSJWM,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,07/26/2005 13:15,.8,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,07/26/2005 13:15,15,,GRAB,5,5,"160.2",WATER,Ambient,None,21FLSJWM,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,07/26/2005 13:15,7.7,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,08/08/2005 09:35,.8,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,08/08/2005 09:35,8.5,,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,08/08/2005 09:35,7.2,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,09/21/2005 09:15,.5,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,09/21/2005 09:15,27.5,,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,09/21/2005 09:15,4.2,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,09/21/2005 09:16,.5,,DUP,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,09/21/2005 09:16,30,,DUP,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,09/21/2005 09:16,4.7,,DUP,.5,1.5,"EPA 180.1",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,10/31/2005 09:30,21.3,,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,10/31/2005 09:30,7.7,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,11/28/2005 09:05,1,L,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,11/28/2005 09:05,16.5,,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,11/28/2005 09:05,6.6,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,12/27/2005 09:00,.9,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,12/27/2005 09:00,14,,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,12/27/2005 09:00,7.1,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,01/31/2006 08:45,.7,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,01/31/2006 08:45,25.5,,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,01/31/2006 08:45,8.9,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,02/22/2006 10:25,.6,L,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,02/22/2006 10:25,17,,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,02/22/2006 10:25,4,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,03/30/2006 08:00,1,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI/MACTEC,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,03/30/2006 08:00,22.5,,GRAB,5,5,"160.2",WATER,Ambient,None,BCI/MACTEC,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,03/30/2006 08:00,5.9,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,BCI/MACTEC,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,04/26/2006 08:10,.9,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,04/26/2006 08:10,31.3,,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,04/26/2006 08:10,9.5,,GRAB,.5,1.5,"EPA 180.1",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,04/26/2006 08:11,.9,,DUP,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
